"ensembl_id","Oligodendrocytes"
"ENSG00000160781",63.5379949
"ENSG00000167081",13.24085187
"ENSG00000114054",11.31973268
"ENSG00000150275",10.39259928
"ENSG00000118946",18.02215354
"ENSG00000184226",1117.134578
"ENSG00000156374",7.908984021
"ENSG00000100982",6.422020176
"ENSG00000203880",23.81098438
"ENSG00000132646",28.81147938
"ENSG00000140479",27.71355321
"ENSG00000102230",7.569990909
"ENSG00000126249",5.860115478
"ENSG00000136940",15.19295262
"ENSG00000115252",65.69540377
"ENSG00000154678",45.25712404
"ENSG00000184588",206.8528724
"ENSG00000133256",15.24928928
"ENSG00000205268",11.38754594
"ENSG00000073417",76.71972302
"ENSG00000134853",18.29233269
"ENSG00000168291",28.27315499
"ENSG00000175087",5.458254025
"ENSG00000088356",12.50129171
"ENSG00000165650",10.98174843
"ENSG00000124299",8.765682797
"ENSG00000127980",14.16005666
"ENSG00000157911",2.481822515
"ENSG00000114757",91.48805533
"ENSG00000143256",107.8194376
"ENSG00000013375",13.51001377
"ENSG00000204138",19.13171426
"ENSG00000119403",2.546118149
"ENSG00000197724",5.662737148
"ENSG00000100410",8.441078858
"ENSG00000081913",79.11261334
"ENSG00000165443",104.0187984
"ENSG00000154864",11.98910557
"ENSG00000100564",16.80207244
"ENSG00000142892",14.52577073
"ENSG00000143315",7.820667378
"ENSG00000197563",13.96412912
"ENSG00000185808",6.491530056
"ENSG00000124155",36.69524733
"ENSG00000101464",33.10671843
"ENSG00000133056",11.58274812
"ENSG00000198355",8.373451995
"ENSG00000150867",567.9856459
"ENSG00000144283",87.98868639
"ENSG00000176485",82.18036897
"ENSG00000105499",20.2186323
"ENSG00000115896",89.10996904
"ENSG00000075651",28.27564841
"ENSG00000107679",22.80164793
"ENSG00000021300",85.26829942
"ENSG00000126822",14.26766237
"ENSG00000054690",67.00016928
"ENSG00000152527",10.53392722
"ENSG00000105355",8.689009227
"ENSG00000102934",211.4498582
"ENSG00000123560",1840.466647
"ENSG00000102024",44.23153947
"ENSG00000109099",200.6031048
"ENSG00000163344",18.25186865
"ENSG00000138035",42.1795498
"ENSG00000139323",14.30016743
"ENSG00000152359",8.740421054
"ENSG00000143157",13.57841702
"ENSG00000101868",7.713784026
"ENSG00000148229",13.0667506
"ENSG00000101751",6.425272811
"ENSG00000125630",3.825226541
"ENSG00000102978",12.21691784
"ENSG00000144231",7.94679273
"ENSG00000100142",31.7968494
"ENSG00000168002",33.05806228
"ENSG00000105258",31.91464902
"ENSG00000113356",6.534616662
"ENSG00000085998",9.695191135
"ENSG00000009830",4.134919835
"ENSG00000132429",9.576661455
"ENSG00000180817",58.33543364
"ENSG00000138777",23.20006892
"ENSG00000127125",9.708462054
"ENSG00000166387",8.124965825
"ENSG00000131013",32.30386795
"ENSG00000138032",40.48290751
