"ensembl_id","Microglia"
"ENSG00000048052",27.40468151
"ENSG00000119285",6.616993501
"ENSG00000155393",8.335675768
"ENSG00000129493",10.02073021
"ENSG00000008869",15.8932736
"ENSG00000068097",8.502650822
"ENSG00000112406",28.74281091
"ENSG00000165338",16.04969458
"ENSG00000127311",6.755158038
"ENSG00000198265",17.09376763
"ENSG00000162639",31.64281845
"ENSG00000138641",18.54369285
"ENSG00000049860",23.65729033
"ENSG00000165102",12.29832567
"ENSG00000100644",130.8055048
"ENSG00000149929",3.529366442
"ENSG00000180573",26.24607635
"ENSG00000158373",25.67453799
"ENSG00000127124",19.63321279
"ENSG00000101294",14.62135174
"ENSG00000137309",8.591469176
"ENSG00000164104",24.92662701
"ENSG00000150540",20.41200628
"ENSG00000139675",11.59236948
"ENSG00000170144",49.41249108
"ENSG00000197451",19.47975003
"ENSG00000138668",36.9000454
"ENSG00000169045",65.71357094
"ENSG00000104824",9.825102695
"ENSG00000099783",23.91550497
"ENSG00000153187",48.42038304
"ENSG00000215271",2.968150684
"ENSG00000168172",12.05922135
"ENSG00000163755",15.46984921
"ENSG00000100099",7.55622044
"ENSG00000110756",6.646346213
"ENSG00000182601",128.2155283
"ENSG00000136720",7.652082385
"ENSG00000198189",22.47915856
"ENSG00000166598",108.0871609
"ENSG00000081870",15.98690237
"ENSG00000169087",13.65460521
"ENSG00000144381",65.15524745
"ENSG00000197386",6.095657434
"ENSG00000136273",10.84782849
"ENSG00000196305",22.06050794
"ENSG00000101365",42.03378225
"ENSG00000162783",23.35782368
"ENSG00000010295",10.36969354
"ENSG00000163565",98.31461879
"ENSG00000027697",288.2647424
"ENSG00000101052",11.83898656
"ENSG00000152580",11.61615597
"ENSG00000117154",29.1916805
"ENSG00000166130",10.94206934
"ENSG00000104365",13.95255304
"ENSG00000243646",20.37257183
"ENSG00000172349",7.435976445
"ENSG00000177663",13.94732124
"ENSG00000150782",97.24063843
"ENSG00000196083",31.18343884
"ENSG00000160712",29.20054927
"ENSG00000134352",129.8843196
"ENSG00000129351",13.60779061
"ENSG00000177971",18.73608577
"ENSG00000136718",6.837845695
"ENSG00000128908",8.560644333
"ENSG00000114933",23.88609504
"ENSG00000204084",7.78208053
"ENSG00000168918",71.56496171
"ENSG00000149262",8.075253899
"ENSG00000104299",9.338126226
"ENSG00000074706",39.82050386
"ENSG00000151151",8.49696067
"ENSG00000086200",6.510239874
"ENSG00000198700",9.204609093
"ENSG00000173226",32.78735471
"ENSG00000184216",10.02010548
"ENSG00000134070",41.98470946
"ENSG00000090376",25.23099528
"ENSG00000198001",9.937961156
"ENSG00000136381",11.92010471
"ENSG00000168310",26.08959263
"ENSG00000126456",9.951549626
"ENSG00000185950",20.21149932
"ENSG00000143319",9.569482922
"ENSG00000182149",40.33015604
"ENSG00000111203",8.795226144
"ENSG00000161638",7.036539958
"ENSG00000144668",13.06916626
"ENSG00000082781",19.25049526
"ENSG00000136156",499.0571663
"ENSG00000123104",141.1140677
"ENSG00000198399",25.78943323
"ENSG00000128928",19.04056327
"ENSG00000171135",12.74150324
"ENSG00000096968",22.01197805
"ENSG00000153814",87.21585036
"ENSG00000140044",9.096166778
"ENSG00000171988",80.35960026
"ENSG00000070495",15.64874901
"ENSG00000100221",10.53536649
"ENSG00000183340",4.507767765
"ENSG00000114982",9.76480321
"ENSG00000083168",16.16081156
"ENSG00000136504",11.69710771
"ENSG00000187715",19.05923149
"ENSG00000163376",28.23883361
"ENSG00000115041",3.310550688
"ENSG00000184156",69.66536145
"ENSG00000178695",101.3836058
"ENSG00000243335",9.396550262
"ENSG00000173120",17.46721382
"ENSG00000089094",8.711259055
"ENSG00000120733",19.44844279
"ENSG00000107077",9.095655294
"ENSG00000012817",10.0365567
"ENSG00000132510",4.843434353
"ENSG00000131773",43.50114128
"ENSG00000007202",6.682771389
"ENSG00000081791",13.37191855
"ENSG00000102445",33.02331069
"ENSG00000170871",22.12317201
"ENSG00000121210",9.906964515
"ENSG00000136051",40.53094208
"ENSG00000134444",20.21559272
"ENSG00000163507",10.77389328
"ENSG00000089177",15.58507438
"ENSG00000138182",10.82697439
"ENSG00000116852",4.868289289
"ENSG00000170759",47.5909244
"ENSG00000151657",6.327493096
"ENSG00000109787",21.42902001
"ENSG00000114648",8.175296174
"ENSG00000146021",7.26441575
"ENSG00000145332",7.204298451
"ENSG00000114030",17.82273628
"ENSG00000186432",18.51897828
"ENSG00000025800",17.5805819
"ENSG00000108424",20.78589765
"ENSG00000133703",14.28231407
"ENSG00000172086",50.8265848
"ENSG00000111615",19.25164871
"ENSG00000163463",21.60979763
"ENSG00000105700",10.61386474
"ENSG00000198945",5.551132386
"ENSG00000154655",15.74093178
"ENSG00000103642",11.41771517
"ENSG00000147592",16.38112206
"ENSG00000116586",20.48997354
