"ensembl_id","Astrocytes"
"ENSG00000125877",15.24260778
"ENSG00000143772",31.76700014
"ENSG00000205726",27.9410342
"ENSG00000176049",28.47153865
"ENSG00000008083",30.42884878
"ENSG00000050130",27.03075439
"ENSG00000107104",27.21535298
"ENSG00000114166",50.01787577
"ENSG00000156650",10.77628956
"ENSG00000167216",19.74134733
"ENSG00000176595",11.31411415
"ENSG00000177301",35.90192477
"ENSG00000177807",83.82341298
"ENSG00000143603",25.07458056
"ENSG00000153885",13.78565305
"ENSG00000188997",4.216365228
"ENSG00000168301",37.04016499
"ENSG00000004487",14.07475772
"ENSG00000165097",6.802306661
"ENSG00000073614",10.95800083
"ENSG00000117139",15.12516056
"ENSG00000137261",21.7487623
"ENSG00000142687",13.76615713
"ENSG00000196123",12.94823017
"ENSG00000100364",31.39278561
"ENSG00000138688",27.9368849
"ENSG00000164976",13.68468438
"ENSG00000197077",7.597994538
"ENSG00000165185",10.12414752
"ENSG00000183354",22.94453006
"ENSG00000054523",51.74108757
"ENSG00000186638",2.298430658
"ENSG00000165115",7.450030879
"ENSG00000118922",19.94853814
"ENSG00000162755",10.33348159
"ENSG00000162413",6.473915481
"ENSG00000167487",3.601074237
"ENSG00000164344",33.58537312
"ENSG00000196911",12.34494338
"ENSG00000135537",5.94614932
"ENSG00000101680",9.137130756
"ENSG00000132434",17.08268011
"ENSG00000011376",6.761076242
"ENSG00000135338",6.149017625
"ENSG00000168806",2.934158119
"ENSG00000111716",235.0974162
"ENSG00000166816",9.680639901
"ENSG00000168924",6.527338813
"ENSG00000050426",18.45055036
"ENSG00000108231",159.3112464
"ENSG00000153902",53.62125382
"ENSG00000205213",38.12799809
"ENSG00000106689",44.60059145
"ENSG00000113594",62.82357849
"ENSG00000174405",13.95935635
"ENSG00000205659",15.54386802
"ENSG00000074695",12.93770453
"ENSG00000185621",6.53434684
"ENSG00000048540",50.518845
"ENSG00000163431",6.289003904
"ENSG00000205791",10.50886251
"ENSG00000102910",22.92205685
"ENSG00000134324",31.60744973
"ENSG00000121931",8.692763266
"ENSG00000144749",68.36771898
"ENSG00000123384",12.751167
"ENSG00000168702",101.1660682
"ENSG00000109771",7.712958261
"ENSG00000134569",99.66866901
"ENSG00000079691",117.6391021
"ENSG00000148814",2.099630863
"ENSG00000171757",3.872599545
"ENSG00000176809",10.26479464
"ENSG00000185158",9.857655884
"ENSG00000179796",84.88307856
"ENSG00000116212",4.074390188
"ENSG00000163428",10.04936977
"ENSG00000136802",38.29799022
"ENSG00000175928",14.87002644
"ENSG00000184154",4.864168301
"ENSG00000185565",425.3497024
"ENSG00000164167",12.71275883
"ENSG00000049323",15.3492783
"ENSG00000007392",23.06735649
"ENSG00000150551",7.253240152
"ENSG00000187123",6.377172615
"ENSG00000143353",40.5949412
"ENSG00000083099",9.453340383
"ENSG00000127603",91.61731868
"ENSG00000081026",18.89307383
"ENSG00000013619",4.118225708
"ENSG00000189221",25.20892694
"ENSG00000069535",29.93620384
"ENSG00000139625",4.062071692
"ENSG00000197442",72.76432771
"ENSG00000100030",26.63702144
"ENSG00000109339",79.45410808
"ENSG00000075413",35.42734896
"ENSG00000166986",17.3926192
"ENSG00000069020",33.74030983
"ENSG00000088888",13.53656626
"ENSG00000141644",5.62009333
"ENSG00000204406",21.61111077
"ENSG00000214309",3.030107711
"ENSG00000171444",7.771064443
"ENSG00000124370",19.5013687
"ENSG00000065833",47.99591407
"ENSG00000163875",32.69537538
"ENSG00000124641",4.807665353
"ENSG00000063322",13.55345507
"ENSG00000133997",17.80701205
"ENSG00000141026",5.433606809
"ENSG00000145794",26.47418488
"ENSG00000134138",36.55444831
"ENSG00000010165",4.4919163
"ENSG00000169519",17.4975468
"ENSG00000053328",7.835848224
"ENSG00000185432",68.70760445
"ENSG00000037749",7.627952282
"ENSG00000198948",27.72656805
"ENSG00000140545",27.46991578
"ENSG00000182544",7.011599836
"ENSG00000182050",99.8333958
"ENSG00000198408",61.82586458
"ENSG00000008394",91.1973261
"ENSG00000101871",19.45172252
"ENSG00000155545",5.24082685
"ENSG00000141503",11.69307927
"ENSG00000167842",11.15877377
"ENSG00000128585",52.74522629
"ENSG00000100427",44.37962681
"ENSG00000076242",18.89899979
"ENSG00000136297",88.79959312
"ENSG00000129270",26.91224634
"ENSG00000169184",3.112730681
"ENSG00000124615",3.837737529
"ENSG00000080823",9.656706663
"ENSG00000133422",3.070170921
"ENSG00000155363",8.01019782
"ENSG00000079931",16.46941595
"ENSG00000066382",12.70061311
"ENSG00000158186",34.15252271
"ENSG00000134042",30.23359811
"ENSG00000154719",44.44300481
"ENSG00000185608",15.18861791
"ENSG00000131368",12.54015562
"ENSG00000147586",28.47549834
"ENSG00000102738",36.24683199
"ENSG00000090263",24.00930641
"ENSG00000144029",20.87824983
"ENSG00000135097",8.251070195
"ENSG00000153944",39.93457019
"ENSG00000188895",17.25107056
"ENSG00000052802",96.65999852
"ENSG00000148450",19.96213563
"ENSG00000205364",127.9078131
"ENSG00000087250",351.5434483
"ENSG00000109919",31.37784245
"ENSG00000100714",9.367409933
"ENSG00000085760",10.6483596
"ENSG00000122033",48.12897
"ENSG00000171100",19.41626951
"ENSG00000063601",11.82670594
"ENSG00000166912",22.81225492
"ENSG00000100330",15.06170492
"ENSG00000198793",6.520697424
"ENSG00000120662",5.330025388
"ENSG00000132613",39.01430958
"ENSG00000177034",11.23006537
"ENSG00000090432",8.817748888
"ENSG00000146085",19.28990926
"ENSG00000059728",11.20356358
"ENSG00000196091",12.77654945
"ENSG00000172428",65.65095161
"ENSG00000144821",3.810802551
"ENSG00000145555",45.96553611
"ENSG00000196586",89.86339981
"ENSG00000066933",12.01269252
"ENSG00000101605",6.916319738
"ENSG00000150456",18.77341746
"ENSG00000177694",25.62155364
"ENSG00000148411",23.985187
"ENSG00000185818",47.563635
"ENSG00000166833",31.57682533
"ENSG00000122497",14.4137263
"ENSG00000130287",100.7602831
"ENSG00000084676",63.1977261
"ENSG00000140396",19.60376136
"ENSG00000124479",32.15442441
"ENSG00000165795",201.551216
"ENSG00000137806",18.27668616
"ENSG00000119013",67.33647645
"ENSG00000065518",86.26068049
"ENSG00000023228",16.35103076
"ENSG00000213619",34.36610093
"ENSG00000167792",21.03406856
"ENSG00000078114",59.90961488
"ENSG00000137601",55.17453637
"ENSG00000114670",14.73759666
"ENSG00000114904",10.41006191
"ENSG00000119408",19.85036717
"ENSG00000119638",14.84969649
"ENSG00000067141",37.12072655
"ENSG00000196712",17.07463594
"ENSG00000102908",30.17902642
"ENSG00000100968",7.729482114
"ENSG00000162599",100.6068855
"ENSG00000147862",71.99280077
"ENSG00000170322",6.744449068
"ENSG00000188158",11.41422851
"ENSG00000135540",58.1099165
"ENSG00000145029",7.781006847
