"ensembl_id","Neurons"
"ENSG00000198331",8.24732546
"ENSG00000134330",14.08420189
"ENSG00000003147",37.91941284
"ENSG00000163596",24.45052436
"ENSG00000116237",4.103588905
"ENSG00000067829",14.14539057
"ENSG00000010404",73.38136748
"ENSG00000114446",14.28406497
"ENSG00000017427",12.91260379
"ENSG00000143061",3.147081588
"ENSG00000113141",19.68317167
"ENSG00000070061",17.56546292
"ENSG00000081985",3.246414529
"ENSG00000189108",44.29346217
"ENSG00000132305",21.13302007
"ENSG00000148798",47.83895591
"ENSG00000132849",9.02793289
"ENSG00000040933",11.87255
"ENSG00000198825",75.14915416
"ENSG00000164941",6.573666496
"ENSG00000065150",14.79347512
"ENSG00000205339",13.57396271
"ENSG00000135070",26.57248727
"ENSG00000136003",49.22072415
"ENSG00000129636",46.41374152
"ENSG00000119185",15.57115028
"ENSG00000198542",3.423637387
"ENSG00000150995",18.9737164
"ENSG00000152969",17.5611979
"ENSG00000152409",8.574790587
"ENSG00000104369",9.823430033
"ENSG00000092051",15.48440204
"ENSG00000160145",28.50680627
"ENSG00000189337",22.95635466
"ENSG00000111262",3.885915337
"ENSG00000182255",3.562890256
"ENSG00000169282",30.43144885
"ENSG00000069424",7.721013166
"ENSG00000158445",14.50199482
"ENSG00000129159",6.291169977
"ENSG00000166006",81.8616019
"ENSG00000184408",59.15907745
"ENSG00000171385",8.993319467
"ENSG00000143473",71.38969076
"ENSG00000140015",17.07797427
"ENSG00000184611",61.44197511
"ENSG00000182132",38.89419517
"ENSG00000120049",19.86170692
"ENSG00000185774",1082.347723
"ENSG00000162989",37.26018058
"ENSG00000157542",5.349868657
"ENSG00000135750",33.86382208
"ENSG00000156113",30.51728689
"ENSG00000197584",8.408301875
"ENSG00000080709",15.39099324
"ENSG00000185760",110.64831
"ENSG00000162687",24.62433977
"ENSG00000164794",5.752913555
"ENSG00000134504",13.61187812
"ENSG00000183775",30.82018498
"ENSG00000135314",7.828039337
"ENSG00000112232",244.3172005
"ENSG00000135709",8.241890429
"ENSG00000198920",7.145337103
"ENSG00000185261",8.843923825
"ENSG00000132680",14.35161197
"ENSG00000169330",2.739014737
"ENSG00000069712",67.6123267
"ENSG00000122203",16.2627522
"ENSG00000109265",12.82111682
"ENSG00000120549",32.57673507
"ENSG00000116299",6.114065605
"ENSG00000168116",12.26292483
"ENSG00000138944",2.286658511
"ENSG00000144320",8.818567302
"ENSG00000162929",7.531889253
"ENSG00000050030",7.131867116
"ENSG00000130294",19.22139311
"ENSG00000139116",41.45291173
"ENSG00000131437",55.56835023
"ENSG00000101350",11.78509863
"ENSG00000084731",18.28097058
"ENSG00000075945",66.11206342
"ENSG00000157404",39.27121734
"ENSG00000256500",123.8229999
"ENSG00000128607",18.60710121
"ENSG00000165516",33.16913249
"ENSG00000124702",33.06398733
"ENSG00000003096",5.371095301
"ENSG00000119771",5.55717322
"ENSG00000122550",13.60069551
"ENSG00000117009",4.558702594
"ENSG00000171435",8.52004484
"ENSG00000198910",4.75130439
"ENSG00000087299",10.51250695
"ENSG00000100395",4.045117171
"ENSG00000125869",32.74344979
"ENSG00000109270",13.24745849
"ENSG00000104341",23.37009359
"ENSG00000133424",25.53628695
"ENSG00000155506",21.08689328
